Municipios; Homicidio  Doloso;Vitimas de Homicidio Doloso; Latrocinio; Furtos;Abigeato*;Furto de Veiculo ; Roubos; Roubo de Veiculo; Estelionato; Delitos Relacionados a Armas e Municoes; Entorpecentes Posse; Entorpecentes Trafico;Vitimas de Latrocinio;Vitimas de Lesao Corp Seg Morte
SANTA BARBARA DO SUL;0;0;0;8;0;1;0;0;2;0;1;3;0;0
SANTA CECILIA DO SUL;0;0;0;1;0;0;0;0;0;0;0;0;0;0
SANTA CLARA DO SUL;0;0;0;5;1;0;0;0;3;0;0;0;0;0
SANTA CRUZ DO SUL;3;3;0;76;1;4;10;0;95;2;7;14;0;0
SANTA MARGARIDA DO SUL;0;0;0;5;2;0;0;0;1;0;0;0;0;0
SANTA MARIA;4;4;1;325;8;16;65;2;252;25;21;32;1;0
SANTA MARIA DO HERVAL;1;1;0;0;0;0;0;0;2;0;0;0;0;0
SANTA ROSA;1;1;0;68;0;4;4;0;48;6;13;12;0;0
SANTA TEREZA;0;0;0;1;0;0;0;0;0;0;2;1;0;0
SANTA VITORIA DO PALMAR;0;0;0;39;6;1;7;0;12;1;2;12;0;0
SANTANA DA BOA VISTA;0;0;0;7;2;0;0;0;2;0;0;0;0;0
SANTANA DO LIVRAMENTO;1;3;0;69;7;5;8;0;31;1;5;6;0;0
SANTIAGO;0;0;0;19;3;1;1;0;32;3;16;11;0;0
SANTO ANGELO;1;1;0;83;4;3;9;0;31;5;10;18;0;0
SANTO ANTONIO DA PATRULHA;0;0;0;34;2;4;7;2;13;2;5;6;0;0
SANTO ANTONIO DAS MISSOES;0;0;0;4;0;0;0;0;2;0;4;2;0;0
SANTO ANTONIO DO PALMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SANTO ANTONIO DO PLANALTO;0;0;0;0;0;1;0;0;0;0;0;0;0;0
SANTO AUGUSTO;0;0;0;13;0;0;0;0;5;0;2;0;0;0
SANTO CRISTO;0;0;0;2;0;0;0;0;2;1;3;0;0;0
SANTO EXPEDITO DO SUL;1;1;0;0;0;0;0;0;1;0;0;0;0;0
SAO BORJA;0;0;0;67;5;2;3;0;29;2;1;7;0;0
SAO DOMINGOS DO SUL;0;0;0;2;0;0;1;0;0;1;0;0;0;0
SAO FRANCISCO DE ASSIS;0;0;0;6;1;1;2;0;6;1;1;3;0;0
SAO FRANCISCO DE PAULA;0;0;0;23;0;4;0;1;5;3;1;1;0;0
SAO GABRIEL;1;1;0;76;5;4;5;0;22;8;4;17;0;0
SAO JERONIMO;0;0;0;17;2;2;4;1;3;0;12;10;0;0
SAO JOAO DA URTIGA;0;0;0;2;0;0;0;0;2;0;0;0;0;0
SAO JOAO DO POLESINE;1;1;0;3;0;0;0;0;8;0;0;0;0;0
SAO JORGE;0;0;0;0;0;0;0;0;1;0;0;0;0;0
SAO JOSE DAS MISSOES;0;0;0;0;0;0;0;0;1;0;0;0;0;0
SAO JOSE DO HERVAL;0;0;0;1;0;0;2;0;1;0;0;0;0;0
SAO JOSE DO HORTENCIO;0;0;0;1;0;0;0;0;3;0;0;0;0;0
SAO JOSE DO INHACORA;0;0;0;1;0;0;0;0;1;0;0;0;0;0
SAO JOSE DO NORTE;1;1;0;12;0;0;0;0;2;0;6;2;0;0
SAO JOSE DO OURO;0;0;0;3;1;0;1;0;7;0;0;0;0;0
SAO JOSE DO SUL;0;0;0;3;1;0;0;0;1;0;0;0;0;0
SAO JOSE DOS AUSENTES;0;0;0;2;0;0;0;0;1;1;0;0;0;0
SAO LEOPOLDO;3;3;0;287;0;34;114;31;171;9;12;37;0;0
SAO LOURENCO DO SUL;0;0;0;20;1;0;7;0;14;1;21;3;0;0
SAO LUIZ GONZAGA;0;0;0;39;4;2;2;0;10;3;13;4;0;0
SAO MARCOS;0;0;0;3;0;1;1;1;8;0;2;2;0;0
SAO MARTINHO;0;0;0;1;0;0;0;0;4;0;0;0;0;0
SAO MARTINHO DA SERRA;0;0;0;7;3;0;0;0;0;0;0;0;0;0
SAO MIGUEL DAS MISSOES;0;0;0;5;1;0;0;0;0;0;1;0;0;0
SAO NICOLAU;0;0;0;3;2;0;0;0;0;1;0;0;0;0
SAO PAULO DAS MISSOES;0;0;0;2;1;0;0;0;3;0;0;0;0;0
SAO PEDRO DA SERRA;0;0;0;2;0;0;0;0;0;0;1;0;0;0
SAO PEDRO DAS MISSOES;0;0;0;1;0;0;0;0;1;0;0;0;0;0
SAO PEDRO DO BUTIA;0;0;0;1;0;0;0;0;0;0;0;0;0;0
SAO PEDRO DO SUL;0;0;0;31;8;0;1;0;11;0;3;0;0;0
SAO SEBASTIAO DO CAI;0;0;0;18;1;1;1;1;22;0;16;4;0;0
SAO SEPE;0;0;0;15;3;1;2;1;7;1;1;3;0;0
SAO VALENTIM;0;0;0;3;0;0;0;0;0;0;0;0;0;0
SAO VALENTIM DO SUL;0;0;0;3;0;0;0;0;0;0;0;0;0;0
SAO VALERIO DO SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAO VENDELINO;0;0;0;3;0;0;0;0;0;0;0;0;0;0
SAO VICENTE DO SUL;0;0;0;7;3;0;0;0;2;1;1;0;0;0
SAPIRANGA;0;0;0;57;0;7;14;1;53;3;22;12;0;0
SAPUCAIA DO SUL;0;0;0;110;0;13;55;10;59;3;16;22;0;0
SARANDI;0;0;0;20;0;1;1;0;6;2;5;2;0;0
SEBERI;0;0;0;2;0;0;0;0;6;0;0;3;0;0
SEDE NOVA;0;0;0;2;0;0;0;0;0;0;0;0;0;0
SEGREDO;0;0;0;1;0;1;0;0;1;0;0;0;0;0
SELBACH;0;0;0;5;0;0;0;0;4;0;0;1;0;0
SENADOR SALGADO FILHO;0;0;0;2;1;0;0;0;1;0;0;0;0;0
SENTINELA DO SUL;0;0;0;4;1;0;0;0;2;1;2;1;0;0
SERAFINA CORREA;1;1;0;2;0;0;0;0;9;0;5;0;0;0
SERIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERTAO;0;0;0;1;0;1;0;0;0;0;0;0;0;0
SERTAO SANTANA;0;0;0;4;0;0;0;0;0;1;2;0;0;0
SETE DE SETEMBRO;0;0;0;1;1;0;0;0;0;0;0;0;0;0
SEVERIANO DE ALMEIDA;0;0;0;0;0;0;0;0;3;0;0;0;0;0
SILVEIRA MARTINS;0;0;0;2;0;0;0;0;0;0;0;0;0;0
SINIMBU;0;0;0;4;1;0;0;0;2;0;0;0;0;0
SOBRADINHO;0;0;0;14;0;1;3;1;2;0;5;11;0;0
SOLEDADE;0;0;0;64;6;2;2;0;11;8;10;7;0;0
TABAI;0;0;0;2;1;0;1;0;2;0;0;0;0;0
TAPEJARA;1;1;0;13;0;4;0;0;13;1;11;3;0;0
TAPERA;0;0;0;5;0;0;1;0;4;1;4;0;0;0
TAPES;0;0;0;21;2;1;5;1;3;1;9;6;0;0
TAQUARA;0;0;0;40;1;5;3;0;27;4;8;3;0;0
TAQUARI;0;0;0;11;1;1;0;1;5;1;2;0;0;0
TAQUARUCU DO SUL;0;0;0;4;0;0;0;0;0;0;0;0;0;0
TAVARES;1;1;0;6;0;0;0;0;3;0;0;0;0;0
TENENTE PORTELA;0;0;0;7;1;1;0;0;1;0;0;0;0;0
TERRA DE AREIA;0;0;0;13;1;0;0;1;2;0;0;3;0;0
TEUTONIA;1;1;0;11;0;0;4;0;19;1;2;1;0;0
TIO HUGO;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TIRADENTES DO SUL;0;0;0;0;0;2;0;0;1;0;0;1;0;0
TOROPI;0;0;0;4;1;0;0;0;0;0;0;0;0;0
TORRES;1;1;0;68;1;16;2;2;49;1;28;8;0;0
TRAMANDAI;2;2;0;156;2;11;36;4;67;2;16;33;0;0
TRAVESSEIRO;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRES ARROIOS;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TRES CACHOEIRAS;0;0;1;9;0;1;0;0;4;0;1;0;1;0
TRES COROAS;0;0;0;30;1;1;1;0;8;0;4;2;0;0
TRES DE MAIO;0;0;0;10;0;3;2;0;13;0;4;5;0;0
TRES FORQUILHAS;0;0;1;0;0;0;2;0;0;0;0;0;1;0
TRES PALMEIRAS;0;0;0;2;0;0;0;0;0;0;0;0;0;0
TRES PASSOS;0;0;0;17;0;1;0;0;7;1;1;6;0;0
TRINDADE DO SUL;0;0;0;9;0;0;0;0;2;0;1;2;0;0
TRIUNFO;1;1;0;12;1;1;0;0;5;3;4;5;0;0
TUCUNDUVA;0;0;0;2;0;1;0;0;2;0;0;0;0;0
TUNAS;0;0;0;2;0;1;0;0;1;0;0;0;0;0
TUPANCI DO SUL;0;0;0;1;1;0;0;0;1;0;0;0;0;0
TUPANCIRETA;0;0;0;12;1;0;3;0;8;1;1;0;0;0
TUPANDI;0;0;0;1;0;0;0;0;2;0;2;0;0;0
TUPARENDI;0;0;0;2;0;0;0;0;2;1;0;0;0;0
TURUCU;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UBIRETAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIAO DA SERRA;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UNISTALDA;0;0;0;1;1;0;0;0;0;0;0;0;0;0
URUGUAIANA;2;2;0;104;2;3;30;0;46;5;19;36;0;0
VACARIA;0;0;0;68;1;3;10;2;23;5;19;7;0;1
VALE DO SOL;1;1;0;4;0;0;0;0;3;0;0;0;0;0
VALE REAL;0;0;0;1;0;0;0;0;3;0;0;0;0;0
VALE VERDE;0;0;0;1;0;0;0;0;1;1;0;0;0;0
VANINI;0;0;0;0;0;0;0;0;1;0;2;0;0;0
VENANCIO AIRES;0;0;0;49;1;4;4;1;26;2;1;3;0;0
VERA CRUZ;1;1;0;8;1;1;2;0;10;0;0;1;0;0
VERANOPOLIS;0;0;0;13;0;0;0;0;16;0;16;4;0;0
VESPASIANO CORREA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIADUTOS;0;0;0;1;0;1;0;0;1;0;1;1;0;0
VIAMAO;5;5;1;135;5;19;226;59;119;19;27;30;1;0
VICENTE DUTRA;0;0;0;1;0;0;0;0;0;0;2;1;0;0
VICTOR GRAEFF;0;0;0;0;0;0;0;0;4;1;0;0;0;0
VILA FLORES;0;0;0;1;0;0;0;0;1;0;0;0;0;0
VILA LANGARO;0;0;0;2;0;0;0;0;0;0;0;0;0;0
VILA MARIA;0;0;0;2;0;0;2;0;2;0;0;0;0;0
VILA NOVA DO SUL;0;0;0;2;0;0;0;0;0;0;0;1;0;0
VISTA ALEGRE;0;0;0;4;2;0;0;0;0;0;0;0;0;0
VISTA ALEGRE DO PRATA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VISTA GAUCHA;0;0;0;0;0;0;0;0;1;0;1;0;0;0
VITORIA DAS MISSOES;0;0;0;1;0;0;0;0;2;0;0;0;0;0
WESTFALIA;0;0;0;1;0;0;0;0;2;0;0;0;0;0
XANGRI-LA;0;0;0;86;0;3;4;0;31;1;7;2;0;0
