Municipios; Homicidio  Doloso;Vitimas de Homicidio Doloso; Latrocinio; Furtos;Abigeato*;Furto de Veiculo ; Roubos; Roubo de Veiculo; Estelionato; Delitos Relacionados a Armas e Municoes; Entorpecentes Posse; Entorpecentes Trafico;Vitimas de Latrocinio;Vitimas de Lesao Corp Seg Morte
SANTA BARBARA DO SUL;0;0;0;10;0;0;0;0;11;1;4;1;0;0
SANTA CECILIA DO SUL;0;0;0;1;0;0;0;0;0;0;0;1;0;0
SANTA CLARA DO SUL;0;0;0;0;0;0;0;0;2;0;0;0;0;0
SANTA CRUZ DO SUL;0;0;0;106;0;9;15;1;98;7;3;25;0;0
SANTA MARGARIDA DO SUL;0;0;0;0;0;0;0;0;1;0;0;0;0;0
SANTA MARIA;4;4;0;387;7;18;54;3;251;17;10;27;0;0
SANTA MARIA DO HERVAL;0;0;0;4;0;0;0;0;0;0;1;0;0;0
SANTA ROSA;2;2;0;70;0;5;5;0;33;3;6;9;0;0
SANTA TEREZA;0;0;0;2;1;0;0;0;2;0;0;0;0;0
SANTA VITORIA DO PALMAR;1;1;0;77;10;0;1;1;20;1;1;0;0;0
SANTANA DA BOA VISTA;0;0;0;10;1;0;0;0;2;1;0;0;0;0
SANTANA DO LIVRAMENTO;1;1;0;90;11;7;18;0;34;4;5;2;0;0
SANTIAGO;0;0;0;25;2;1;1;0;34;1;6;6;0;0
SANTO ANGELO;1;1;0;109;2;3;10;0;37;3;9;8;0;0
SANTO ANTONIO DA PATRULHA;0;0;0;43;2;1;4;1;16;2;4;9;0;0
SANTO ANTONIO DAS MISSOES;0;0;0;7;0;0;0;0;4;0;0;0;0;0
SANTO ANTONIO DO PALMA;0;0;0;1;0;0;0;0;1;0;0;0;0;0
SANTO ANTONIO DO PLANALTO;0;0;0;0;0;0;0;0;2;0;0;0;0;0
SANTO AUGUSTO;0;0;0;4;0;0;0;0;2;1;0;1;0;0
SANTO CRISTO;0;0;0;4;0;0;0;0;6;0;0;0;0;0
SANTO EXPEDITO DO SUL;0;0;0;1;0;0;0;0;1;0;0;0;0;0
SAO BORJA;0;0;0;37;1;2;0;0;32;1;5;6;0;0
SAO DOMINGOS DO SUL;0;0;0;2;0;0;0;0;0;0;0;0;0;0
SAO FRANCISCO DE ASSIS;0;0;0;12;1;1;0;1;4;0;1;1;0;0
SAO FRANCISCO DE PAULA;1;1;0;18;4;0;1;0;12;1;4;2;0;0
SAO GABRIEL;0;0;0;99;4;0;8;0;31;1;5;6;0;0
SAO JERONIMO;0;0;0;18;0;0;0;0;7;2;6;1;0;0
SAO JOAO DA URTIGA;0;0;0;1;0;0;0;0;0;0;0;0;0;0
SAO JOAO DO POLESINE;0;0;0;4;0;0;0;0;0;0;0;0;0;0
SAO JORGE;0;0;0;2;0;0;0;0;0;0;0;0;0;0
SAO JOSE DAS MISSOES;0;0;0;1;0;0;0;0;0;0;0;0;0;0
SAO JOSE DO HERVAL;0;0;0;0;0;0;0;0;1;1;0;0;0;0
SAO JOSE DO HORTENCIO;0;0;0;3;0;0;0;0;1;0;0;0;0;0
SAO JOSE DO INHACORA;0;0;0;1;0;1;0;0;1;0;0;0;0;0
SAO JOSE DO NORTE;1;1;0;12;1;1;0;0;11;0;10;7;0;0
SAO JOSE DO OURO;0;0;0;3;1;0;0;0;5;2;1;0;0;0
SAO JOSE DO SUL;0;0;0;0;0;0;0;0;1;0;0;1;0;0
SAO JOSE DOS AUSENTES;0;0;0;1;0;0;0;0;1;0;0;0;0;0
SAO LEOPOLDO;5;5;0;468;0;41;82;17;136;4;18;32;0;0
SAO LOURENCO DO SUL;0;0;0;24;2;1;3;0;26;2;38;1;0;0
SAO LUIZ GONZAGA;0;0;0;35;1;2;4;0;18;2;10;7;0;0
SAO MARCOS;0;0;0;7;1;0;1;0;17;0;4;5;0;0
SAO MARTINHO;0;0;0;2;0;0;0;0;1;0;1;0;0;0
SAO MARTINHO DA SERRA;0;0;0;6;1;1;1;0;2;0;1;0;0;0
SAO MIGUEL DAS MISSOES;0;0;0;5;1;0;0;0;2;1;0;1;0;0
SAO NICOLAU;0;0;0;2;1;0;0;0;2;1;0;0;0;0
SAO PAULO DAS MISSOES;0;0;0;1;0;0;0;0;2;0;0;0;0;0
SAO PEDRO DA SERRA;0;0;0;0;0;0;0;0;1;0;0;0;0;0
SAO PEDRO DAS MISSOES;0;0;0;0;0;0;0;0;2;0;0;0;0;0
SAO PEDRO DO BUTIA;0;0;0;0;0;0;0;0;2;0;0;0;0;0
SAO PEDRO DO SUL;0;0;0;11;2;0;2;0;6;2;3;1;0;0
SAO SEBASTIAO DO CAI;0;0;0;30;1;2;2;1;12;1;21;4;0;0
SAO SEPE;0;0;0;15;0;0;2;0;4;2;0;3;0;0
SAO VALENTIM;1;1;0;3;0;0;0;0;1;0;0;0;0;0
SAO VALENTIM DO SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAO VALERIO DO SUL;0;0;0;1;0;0;0;0;1;0;0;0;0;0
SAO VENDELINO;0;0;0;0;0;0;0;1;0;0;0;0;0;0
SAO VICENTE DO SUL;0;0;0;7;0;0;0;0;8;1;1;1;0;0
SAPIRANGA;0;0;0;59;1;8;5;6;43;0;10;5;0;1
SAPUCAIA DO SUL;0;0;0;195;0;8;45;8;80;4;5;13;0;0
SARANDI;0;0;0;19;0;0;1;0;16;2;9;2;0;0
SEBERI;0;0;0;12;0;1;1;0;2;0;2;0;0;0
SEDE NOVA;0;0;0;0;0;1;0;0;0;0;0;0;0;0
SEGREDO;0;0;0;6;1;0;0;0;2;0;0;0;0;0
SELBACH;0;0;0;1;0;2;0;0;2;0;0;0;0;0
SENADOR SALGADO FILHO;0;0;0;1;0;0;0;0;0;0;0;0;0;0
SENTINELA DO SUL;0;0;0;1;0;0;0;0;0;0;0;0;0;0
SERAFINA CORREA;0;0;0;7;0;0;1;0;5;1;7;0;0;0
SERIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERTAO;0;0;0;2;0;0;0;0;3;2;0;0;0;0
SERTAO SANTANA;0;0;0;1;0;0;0;0;1;0;0;1;0;0
SETE DE SETEMBRO;0;0;0;1;0;1;0;0;1;0;0;0;0;0
SEVERIANO DE ALMEIDA;0;0;0;2;0;0;0;0;1;0;0;0;0;0
SILVEIRA MARTINS;0;0;0;4;0;0;0;0;1;0;0;0;0;0
SINIMBU;0;0;0;1;0;0;0;0;2;0;0;0;0;0
SOBRADINHO;0;0;0;16;0;0;2;0;5;0;2;5;0;0
SOLEDADE;0;0;0;69;3;1;2;0;16;1;6;0;0;0
TABAI;0;0;0;3;0;0;0;0;1;0;0;0;0;0
TAPEJARA;0;0;0;15;0;2;0;0;12;5;9;4;0;0
TAPERA;1;1;0;7;0;0;0;0;2;1;2;4;0;0
TAPES;1;1;0;9;1;2;0;1;7;0;6;5;0;0
TAQUARA;0;0;0;41;0;4;9;0;37;0;28;8;0;0
TAQUARI;1;1;0;6;0;0;1;1;5;0;11;2;0;0
TAQUARUCU DO SUL;0;0;0;1;1;0;0;0;0;0;1;0;0;0
TAVARES;0;0;0;4;0;0;1;0;2;0;0;3;0;0
TENENTE PORTELA;1;1;0;20;0;0;0;0;3;3;2;0;0;0
TERRA DE AREIA;0;0;0;14;1;1;1;0;8;1;0;4;0;0
TEUTONIA;0;0;0;9;0;0;1;0;23;0;10;1;0;0
TIO HUGO;0;0;0;6;0;0;0;0;0;0;0;1;0;0
TIRADENTES DO SUL;0;0;0;0;0;0;0;0;1;2;0;1;0;0
TOROPI;0;0;0;0;0;0;0;0;0;1;0;0;0;0
TORRES;2;2;0;92;0;8;8;2;52;4;7;7;0;0
TRAMANDAI;1;1;0;193;2;26;21;2;61;2;24;30;0;0
TRAVESSEIRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TRES ARROIOS;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRES CACHOEIRAS;0;0;0;6;0;0;0;0;6;0;0;0;0;0
TRES COROAS;0;0;0;18;0;1;2;0;2;2;11;1;0;0
TRES DE MAIO;0;0;0;5;0;0;0;0;10;1;3;1;0;0
TRES FORQUILHAS;0;0;0;0;0;0;0;1;1;0;0;0;0;0
TRES PALMEIRAS;0;0;0;4;0;0;0;0;0;0;0;0;0;0
TRES PASSOS;0;0;0;12;1;0;2;0;7;0;1;12;0;0
TRINDADE DO SUL;0;0;0;1;0;1;1;0;3;2;0;3;0;0
TRIUNFO;0;0;0;20;0;2;2;0;8;1;3;3;0;0
TUCUNDUVA;0;0;0;3;0;0;0;0;2;0;0;1;0;0
TUNAS;0;0;0;0;0;0;0;0;2;0;1;0;0;0
TUPANCI DO SUL;0;0;0;3;2;0;0;0;1;1;0;0;0;0
TUPANCIRETA;1;1;0;17;0;1;0;0;6;0;3;0;0;0
TUPANDI;0;0;0;2;0;0;0;0;1;1;1;2;0;0
TUPARENDI;0;0;0;5;0;2;0;0;1;0;2;1;0;0
TURUCU;0;0;0;0;0;0;0;0;0;0;5;1;0;0
UBIRETAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIAO DA SERRA;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UNISTALDA;0;0;0;1;1;0;0;0;0;1;0;0;0;0
URUGUAIANA;5;6;0;126;1;10;28;0;62;3;10;7;0;0
VACARIA;3;3;0;90;2;0;10;4;31;10;18;5;0;0
VALE DO SOL;0;0;0;5;3;0;1;1;1;0;0;0;0;0
VALE REAL;0;0;0;3;0;0;0;0;3;1;0;0;0;0
VALE VERDE;0;0;0;1;1;0;0;0;0;0;1;0;0;0
VANINI;0;0;0;0;0;0;0;0;1;0;0;0;0;0
VENANCIO AIRES;1;1;0;67;1;3;4;0;25;1;5;1;0;0
VERA CRUZ;0;0;0;14;0;0;0;0;7;1;3;1;0;0
VERANOPOLIS;0;0;0;11;0;0;0;0;4;2;6;8;0;0
VESPASIANO CORREA;0;0;0;0;0;0;0;0;1;0;0;0;0;0
VIADUTOS;0;0;0;2;1;0;0;0;1;1;1;0;0;0
VIAMAO;4;4;0;179;5;14;149;26;137;5;2;23;0;0
VICENTE DUTRA;0;0;0;2;0;0;0;0;1;1;0;0;0;0
VICTOR GRAEFF;0;0;0;1;0;0;1;0;1;1;0;0;0;0
VILA FLORES;0;0;0;1;0;0;0;0;0;0;1;0;0;0
VILA LANGARO;0;0;0;1;0;0;0;0;0;1;0;0;0;0
VILA MARIA;0;0;0;2;0;0;0;0;2;0;1;0;0;0
VILA NOVA DO SUL;0;0;0;3;1;0;0;0;2;0;0;0;0;0
VISTA ALEGRE;0;0;0;1;0;0;0;0;0;0;0;0;0;0
VISTA ALEGRE DO PRATA;0;0;0;0;0;0;0;0;1;0;0;0;0;0
VISTA GAUCHA;0;0;0;2;0;0;0;0;2;0;0;0;0;0
VITORIA DAS MISSOES;0;0;0;2;1;0;0;0;1;0;0;0;0;0
WESTFALIA;0;0;0;1;0;0;0;0;1;0;0;0;0;0
XANGRI-LA;2;2;0;64;1;1;1;0;49;2;11;14;0;0
